Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
655362065abffcdca6f20ffe,640f3fc5a89ce8f8a4b2db6b,APPROVED,2023-11-14T12:03:23.382000Z,2023-11-14T12:11:40.071000Z,2023-11-15T19:37:03.272000Z,2023-11-14T12:11:40.514741Z,497.0,COQ89QD3,258,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655364027d73a153c7a4ef7d,59e8a9b1d838ae0001850c89,APPROVED,2023-11-14T12:11:57.993000Z,2023-11-14T12:21:32.089000Z,2023-11-15T19:37:03.547000Z,2023-11-14T12:21:32.526954Z,575.0,NOCODE,1965,72,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655364fe8523a0c914a4ad20,6309f2d701394328bfd94269,APPROVED,2023-11-14T12:16:04.959000Z,2023-11-14T12:25:22.182000Z,2023-11-15T19:37:03.706000Z,2023-11-14T12:25:22.653691Z,558.0,COQ89QD3,366,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6553657539573ea8c716f67a,5ca102f57114700016da340d,APPROVED,2023-11-14T12:18:07.711000Z,2023-11-14T12:27:43.424000Z,2023-11-15T19:37:03.877000Z,2023-11-14T12:27:43.977887Z,576.0,coq89qd3,1559,73,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65536579a9e11a9ffafedc0f,5ea073cfb8640c040e830651,APPROVED,2023-11-14T12:18:11.648000Z,2023-11-14T12:29:07.938000Z,2023-11-15T19:37:04.042000Z,2023-11-14T12:29:08.418464Z,657.0,COQ89QD3,632,83,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
655366071d1ee99942c8b9b6,63ee9abfa262bea95766dd9c,APPROVED,2023-11-14T12:20:29.295000Z,2023-11-14T12:26:23.281000Z,2023-11-15T19:37:04.208000Z,2023-11-14T12:26:23.785167Z,354.0,COQ89QD3,472,71,Female,Asian,India,United Kingdom,United Kingdom,English,No,Part-Time
65536650e6f88aa88df4ed46,63dfc2c8d2a0118a9552a5ac,APPROVED,2023-11-14T12:21:44.346000Z,2023-11-14T12:31:52.686000Z,2023-11-15T19:37:04.368000Z,2023-11-14T12:31:58.165083Z,609.0,COQ89QD3,588,79,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655366ad8990216f6bf651df,5f017162f1a82a2aeb59524d,APPROVED,2023-11-14T12:23:09.846000Z,2023-11-14T12:32:42.690000Z,2023-11-15T19:37:04.527000Z,2023-11-14T12:32:48.332590Z,573.0,NOCODE,1611,75,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
655367a92770c0583df61220,63bf01914983c66626c67b6c,APPROVED,2023-11-14T12:29:04.886000Z,2023-11-14T12:45:53.028000Z,2023-11-15T19:37:04.686000Z,2023-11-14T12:46:03.388512Z,1009.0,COQ89QD3,531,73,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655367c6368c6769f8c8b972,5ea0631f1b0f64012fefc637,APPROVED,2023-11-14T12:30:09.563000Z,2023-11-14T12:41:15.670000Z,2023-11-15T19:37:04.843000Z,2023-11-14T12:41:16.268880Z,667.0,COQ89QD3,1602,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655367de5abffcdca6f21090,60eb4444f2ff728c1df7ffc3,APPROVED,2023-11-14T12:28:22.552000Z,2023-11-14T12:36:54.178000Z,2023-11-15T19:37:04.994000Z,2023-11-14T12:36:54.756583Z,512.0,COQ89QD3,632,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6553680c1dac576019f74215,5edd4c9516627fa5965e746e,APPROVED,2023-11-14T12:29:11.560000Z,2023-11-14T12:43:55.511000Z,2023-11-15T19:37:05.165000Z,2023-11-14T12:43:55.994330Z,884.0,COQ89QD3,912,76,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6553688ede8d59c40496a603,5e4e95ec6a0f23000c442ed2,APPROVED,2023-11-14T12:31:19.123000Z,2023-11-14T12:39:04.731000Z,2023-11-15T19:37:05.326000Z,2023-11-14T12:39:05.174174Z,466.0,NOCODE,680,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65536977d7e4768c05ab7a5c,5b4e50fb369f840001136070,APPROVED,2023-11-14T12:35:09.349000Z,2023-11-14T12:43:24.759000Z,2023-11-15T19:37:05.491000Z,2023-11-14T12:43:25.258514Z,496.0,COQ89QD3,1113,75,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
